price,area,status,nb_bedroom,nb_bathroom,age,location,builder
42.0,591,Ready to move,2,1.0,2.0,Vengaivasal,ARB HOMES
80.0,1237,Under Construction,2,2.0,0.0,Sholinganallur,ARB HOMES
28.0,730,Under Construction,2,2.0,0.0,Thirumazhisai,ARB HOMES
32.0,849,Under Construction,2,2.0,0.0,Thirumazhisai,ARB HOMES
55.0,1286,Under Construction,3,2.0,,Selaiyur,ARB HOMES
33.0,885,Under Construction,3,3.0,0.0,Thirumazhisai,ARB HOMES
70.0,1148,Ready to move,2,2.0,2.0,Kolapakkam,ARB HOMES
68.0,1024,Ready to move,2,2.0,3.0,Karapakkam,ARB HOMES
170.0,2616,Ready to move,4,3.0,3.0,Karapakkam,ARB HOMES
42.0,979,Under Construction,2,2.0,0.0,Navallur,ARB HOMES
46.0,1262,Under Construction,3,2.0,0.0,Kelambakkam,ARB HOMES
85.0,1234,Ready to move,2,2.0,2.0,Vengaivasal,ARB HOMES
103.0,1469,Ready to move,3,3.0,2.0,Vengaivasal,ARB HOMES
66.0,950,Under Construction,2,2.0,,Porur,ARB HOMES
29.0,576,Ready to move,1,1.0,1.0,Kuthambakkam,ARB HOMES
41.0,855,Ready to move,2,2.0,1.0,Kuthambakkam,ARB HOMES
70.0,1080,Ready to move,2,2.0,,Perungalathur,ARB HOMES
75.54,1545,Ready to move,2,2.0,,Semmancheri,ARB HOMES
77.35,1645,Ready to move,3,2.0,,Semmancheri,ARB HOMES
20.0,570,Under Construction,1,1.0,0.0,Thirumalpur,ARB HOMES
53.0,1012,Ready to move,2,2.0,1.0,Ambattur,ARB HOMES
40.0,588,Under Construction,2,1.0,0.0,Pallavaram,ARB HOMES
85.0,1337,Ready to move,3,3.0,2.0,Gowrivakkam,ARB HOMES
56.0,913,Ready to move,2,2.0,,Kovur,ARB HOMES
51.0,1225,Ready to move,3,2.0,4.0,Moolacheri,ARB HOMES
48.0,832,Ready to move,2,2.0,1.0,Mangadu,ARB HOMES
64.0,959,Under Construction,2,2.0,0.0,Porur,ARB HOMES
70.0,1370,Under Construction,3,2.0,0.0,Ayanambakkam,ARB HOMES
40.0,930,Under Construction,2,2.0,,Siruseri,ARB HOMES
26.0,571,Ready to move,2,2.0,1.0,Kelambakkam,ARB HOMES
35.0,994,Under Construction,2,2.0,0.0,Kelambakkam,ARB HOMES
97.0,1598,Under Construction,3,2.0,0.0,Sholinganallur,ARB HOMES
80.0,1156,Ready to move,2,2.0,,Medavakkam,ARB HOMES
23.0,620,Under Construction,1,1.0,0.0,Thirumalpur,ARB HOMES
16.0,480,Ready to move,1,1.0,,Guduvancheri,ARB HOMES
68.0,1024,Ready to move,2,2.0,3.0,Karapakkam,ARB HOMES
40.0,588,Under Construction,1,1.0,0.0,Vanagaram,ARB HOMES
44.56,918,Under Construction,3,,0.0,Padur,Dee Star Properties
43.12,888,Under Construction,2,,0.0,Padur,Dee Star Properties
37.77,778,Under Construction,2,,0.0,Padur,Dee Star Properties
32.18,663,Under Construction,2,,0.0,Padur,Dee Star Properties
85.0,1300,Ready to move,2,2.0,6.0,Pallavaram,Chennai Gated Community
22.0,600,Ready to move,1,2.0,3.0,Veppampattu,Karthick
28.0,850,Ready to move,2,2.0,3.0,Veppampattu,Karthick
36.21,1050,Under Construction,2,,0.0,Kelambakkam,Dee Star Properties
34.28,994,Under Construction,2,,0.0,Kelambakkam,Dee Star Properties
43.52,1262,Under Construction,3,3.0,0.0,Kelambakkam,Dee Star Properties
46.04,1335,Under Construction,3,,0.0,Kelambakkam,Dee Star Properties
100.0,1188,Ready to move,3,,1.0,Velachery,Balaji
84.66,996,Ready to move,2,,1.0,Velachery,Balaji
61.64,1045,Under Construction,2,,0.0,Medavakkam,Balaji
75.5,1280,Under Construction,3,,0.0,Medavakkam,Balaji
214.0,1935,Under Construction,3,3.0,0.0,Perungudi,Luxclusive Homes
405.0,3654,Under Construction,4,,0.0,Perungudi,Luxclusive Homes
202.0,1820,Under Construction,3,,0.0,Perungudi,Luxclusive Homes
415.0,3746,Under Construction,4,,0.0,Perungudi,Luxclusive Homes
199.0,1793,Under Construction,3,2.0,0.0,Perungudi,Luxclusive Homes
214.0,1930,Under Construction,3,,0.0,Perungudi,Luxclusive Homes
26.0,700,Ready to move,2,2.0,3.0,Veppampattu,Karthick
27.0,725,Ready to move,2,2.0,3.0,Veppampattu,Karthick
60.0,1500,Ready to move,3,2.0,,Maraimalai Nagar,MrPincode
62.0,1433,Ready to move,3,2.0,,Maraimalai Nagar,MrPincode
57.0,1478,Ready to move,3,2.0,,Mahindra World City,MrPincode
29.5,623,Ready to move,1,1.0,,Mahindra World City,MrPincode
86.0,1927,Ready to move,3,3.0,4.0,Oragadam Industrial Corridor,24K Realtors
78.0,1706,Ready to move,3,3.0,4.0,Oragadam Industrial Corridor,24K Realtors
59.0,1437,Ready to move,2,2.0,4.0,Oragadam Industrial Corridor,24K Realtors
87.0,1991,Ready to move,3,3.0,4.0,Oragadam Industrial Corridor,24K Realtors
75.24,1254,Under Construction,3,,0.0,Gowrivakkam,MC Foundation
54.3,905,Under Construction,2,,0.0,Gowrivakkam,MC Foundation
85.62,1427,Under Construction,3,,0.0,Gowrivakkam,MC Foundation
52.86,881,Under Construction,2,,0.0,Gowrivakkam,MC Foundation
53.76,896,Under Construction,2,,0.0,Gowrivakkam,MC Foundation
23.03,510,Under Construction,1,,0.0,Siruseri,Dee Star Properties
35.02,824,Under Construction,2,,0.0,Siruseri,Dee Star Properties
15.04,338,Under Construction,1,,0.0,Siruseri,Dee Star Properties
38.08,896,Under Construction,3,,0.0,Siruseri,Dee Star Properties
32.98,764,Under Construction,2,,0.0,Siruseri,Dee Star Properties
84.0,1471,Ready to move,3,,4.0,Thaiyur,Dee Star Properties
120.0,1896,Ready to move,4,3.0,4.0,Thaiyur,Dee Star Properties
78.56,1376,Ready to move,3,,4.0,Thaiyur,Dee Star Properties
93.8,1643,Ready to move,3,,4.0,Thaiyur,Dee Star Properties
38.02,1001,Under Construction,2,,0.0,Thaiyur,Dee Star Properties
47.33,1246,Under Construction,3,2.0,0.0,Thaiyur,Dee Star Properties
40.3,1061,Under Construction,2,,0.0,Thaiyur,Dee Star Properties
66.2,1270,Ready to move,2,,4.0,Thaiyur,Dee Star Properties
50.45,1328,Under Construction,3,,0.0,Thaiyur,Dee Star Properties
37.3,982,Under Construction,2,,0.0,Thaiyur,Dee Star Properties
50.71,1335,Under Construction,3,,0.0,Thaiyur,Dee Star Properties
78.52,837,Ready to move,2,2.0,,East Tambaram,GJ ESTATES
86.0,1010,Ready to move,2,2.0,12.0,Velachery,Chennai Gated Community
450.0,3000,Ready to move,3,4.0,9.0,Velachery,Chennai Gated Community
28.02,637,Under Construction,2,,0.0,Thirumullaivoyal,Venkatesh
29.61,673,Under Construction,2,,0.0,Thirumullaivoyal,Venkatesh
29.21,664,Under Construction,2,,0.0,Thirumullaivoyal,Venkatesh
30.62,696,Under Construction,2,,0.0,Thirumullaivoyal,Venkatesh
29.12,662,Under Construction,2,,0.0,Thirumullaivoyal,Venkatesh
230.0,1755,Under Construction,3,3.0,,Adyar,HomeFirst
63.5,1312,Ready to move,2,2.0,,Kattupakkam,DJ Properties
95.0,1564,Ready to move,2,3.0,,Karapakkam,24K Realtors
69.0,1419,Ready to move,3,3.0,,Kattupakkam,DJ Properties
25.85,650,Ready to move,2,2.0,3.0,Veppampattu,JD Properties
25.9,650,Ready to move,2,2.0,3.0,Veppampattu,JD Properties
26.5,700,Ready to move,2,2.0,3.0,Veppampattu,JD Properties
26.0,650,Ready to move,2,2.0,3.0,Veppampattu,JD Properties
18.0,599,Ready to move,1,2.0,3.0,Veppampattu,Karthick
55.96,1142,Under Construction,3,,0.0,Rajakilpakkam,MC Foundation
39.78,812,Under Construction,2,,0.0,Rajakilpakkam,MC Foundation
42.0,762,Under Construction,2,2.0,0.0,Navallur,GJ ESTATES
70.0,1024,Ready to move,2,2.0,3.0,Karapakkam,GJ ESTATES
244.0,1574,Ready to move,3,2.0,,T Nagar,GJ ESTATES
37.34,770,Under Construction,2,2.0,,Ragavendra Colony,seller
42.19,870,Under Construction,2,2.0,,Ambattur,seller
41.12,848,Under Construction,2,2.0,,Ragavendra Colony,seller
42.19,870,Under Construction,2,2.0,,Ragavendra Colony,seller
37.34,770,Under Construction,2,2.0,,Ragavendra Colony,seller
42.19,870,Under Construction,2,2.0,,Ambattur INDUSTRIAL ESTATE,seller
37.34,770,Under Construction,2,2.0,,Ambattur,seller
41.12,848,Under Construction,2,2.0,,Ragavendra Colony,seller
42.19,870,Under Construction,2,2.0,,Ragavendra Colony,seller
25.0,749,Ready to move,2,2.0,3.0,Veppampattu,Karthick
25.0,755,Ready to move,2,2.0,3.0,Veppampattu,Karthick
28.9,920,Ready to move,2,2.0,3.0,Veppampattu,Karthick
31.25,950,Ready to move,2,2.0,3.0,Veppampattu,Karthick
25.0,755,Ready to move,2,2.0,3.0,Veppampattu,Karthick
28.9,920,Ready to move,2,2.0,3.0,Veppampattu,Karthick
31.25,950,Ready to move,2,2.0,3.0,Veppampattu,Karthick
22.25,603,Ready to move,1,2.0,3.0,Veppampattu,Karthick
34.5,1050,Ready to move,2,2.0,3.0,Veppampattu,Karthick
27.0,812,Ready to move,2,2.0,3.0,Veppampattu,Karthick
18.99,611,Ready to move,1,2.0,3.0,Veppampattu,Karthick
49.5,900,Under Construction,2,,0.0,West Tambaram,Info Rich
64.9,1180,Under Construction,3,,0.0,West Tambaram,Info Rich
56.1,1020,Under Construction,3,,0.0,West Tambaram,Info Rich
51.15,930,Under Construction,2,,0.0,West Tambaram,Info Rich
65.7,1096,Under Construction,3,2.0,0.0,Keelkattalai,24K Realtors
88.92,1588,Under Construction,3,2.0,,Sholinganallur,24K Realtors
62.0,1020,Under Construction,2,2.0,0.0,Keelkattalai,24K Realtors
45.0,700,Under Construction,2,2.0,,Mannivakkam,Dhivagaran
45.0,800,Under Construction,2,2.0,,Ottiyabakkam,Dhivagaran
50.0,1050,Ready to move,2,2.0,,Chromepet,SS PROPERTIES
31.0,650,Ready to move,2,2.0,,Pammal,SS PROPERTIES
90.0,1700,Under Construction,3,3.0,,Pammal,SS PROPERTIES
23.0,500,Ready to move,2,2.0,,Pammal,SS PROPERTIES
31.0,650,Ready to move,2,2.0,,Pammal,SS PROPERTIES
85.0,1300,Under Construction,3,3.0,,Pammal,SS PROPERTIES
22.0,500,Ready to move,1,1.0,,Pammal,SS PROPERTIES
90.0,1900,Under Construction,3,3.0,,Pammal,SS PROPERTIES
72.0,1300,Ready to move,3,3.0,,Pammal,SS PROPERTIES
90.0,1700,Under Construction,3,3.0,,Pammal,SS PROPERTIES
23.0,500,Ready to move,2,2.0,,Pammal,SS PROPERTIES
22.0,500,Under Construction,1,1.0,,Pammal,SS PROPERTIES
22.0,500,Under Construction,2,2.0,,Pammal,SS PROPERTIES
65.0,1400,Under Construction,3,3.0,,Pammal,SS PROPERTIES
69.0,1000,Ready to move,2,2.0,5.0,Iyyappanthangal,DJ Properties
170.0,1750,Ready to move,4,3.0,,Valasaravakkam,DJ Properties
26.8,700,Ready to move,2,2.0,3.0,Veppampattu,JD Properties
22.8,600,Ready to move,2,2.0,3.0,Veppampattu,JD Properties
26.75,700,Ready to move,2,2.0,3.0,Veppampattu,JD Properties
42.19,870,Under Construction,2,2.0,,Ambattur INDUSTRIAL ESTATE,seller
40.44,834,Under Construction,2,2.0,,Ambattur INDUSTRIAL ESTATE,seller
41.12,848,Under Construction,2,2.0,,Ambattur INDUSTRIAL ESTATE,seller
42.19,870,Under Construction,2,2.0,,Ambattur,seller
37.34,770,Under Construction,2,2.0,,Ambattur,seller
42.19,870,Under Construction,2,2.0,,Ambattur,seller
42.19,870,Under Construction,2,2.0,,Ambattur INDUSTRIAL ESTATE,seller
40.44,834,Under Construction,2,2.0,,Ambattur INDUSTRIAL ESTATE,seller
41.12,848,Under Construction,2,2.0,,Ambattur INDUSTRIAL ESTATE,seller
37.35,770,Under Construction,2,2.0,,Ambattur INDUSTRIAL ESTATE,seller
108.0,1065,Ready to move,2,2.0,,Porur,seller
108.0,1065,Ready to move,2,2.0,,Saligramam,seller
108.0,1065,Ready to move,2,2.0,,Saligramam,seller
108.0,1065,Ready to move,2,2.0,,Porur,seller
65.0,638,Ready to move,2,1.0,3.0,Vadapalani,Chennai Gated Community
75.0,1791,Ready to move,3,3.0,7.0,Kelambakkam,Chennai Gated Community
320.0,2130,Ready to move,3,3.0,,Anna Nagar,HomeFirst
75.0,1700,Ready to move,4,3.0,,Kattupakkam,DJ Properties
462.0,3850,Ready to move,5,,2.0,Kilpauk,REALTY INDIA
267.0,2230,Ready to move,4,,2.0,Kilpauk,REALTY INDIA
345.0,2880,Ready to move,4,,2.0,Kilpauk,REALTY INDIA
213.0,1775,Ready to move,3,,2.0,Kilpauk,REALTY INDIA
104.0,1329,Ready to move,2,2.0,,Sholinganallur,GJ ESTATES
57.88,1220,Under Construction,2,2.0,,Kil Ayanambakkam,seller
37.34,770,Under Construction,2,2.0,,Ambattur,seller
40.44,834,Under Construction,2,2.0,,Ambattur,seller
41.12,848,Under Construction,2,2.0,,Ambattur,seller
42.19,870,Under Construction,2,2.0,,Ambattur,seller
37.34,770,Under Construction,2,2.0,,Ambattur,seller
37.35,770,Under Construction,2,2.0,,Ambattur INDUSTRIAL ESTATE,seller
40.44,834,Under Construction,2,2.0,,Ambattur INDUSTRIAL ESTATE,seller
40.44,834,Under Construction,2,2.0,,Ambattur,seller
40.44,834,Under Construction,2,2.0,,Ragavendra Colony,seller
42.0,800,Under Construction,2,2.0,,Ottiyabakkam,Dhivagaran
321.0,2380,Ready to move,3,3.0,,Adyar,HomeFirst
323.0,1850,Under Construction,3,3.0,,Alwarpet,HomeFirst
205.0,1283,Ready to move,3,3.0,,Anna Nagar,HomeFirst
334.0,1860,Under Construction,3,3.0,,Besant Nagar,HomeFirst
295.0,1641,Under Construction,3,3.0,,Besant Nagar,HomeFirst
46.0,800,Ready to move,2,,1.0,Kundrathur,MAXWORTH PROPERTIES
215.0,1930,Under Construction,3,3.0,0.0,Perungudi,24K Realtors
95.0,1250,Ready to move,3,3.0,,Valasaravakkam,DJ Properties
169.0,1610,Under Construction,3,,0.0,Kodambakkam,Luxclusive Homes
100.0,956,Under Construction,2,,0.0,Kodambakkam,Luxclusive Homes
89.23,1373,Under Construction,3,,0.0,Koyambedu,Luxclusive Homes
97.93,1507,Under Construction,3,,0.0,Koyambedu,Luxclusive Homes
96.64,1487,Under Construction,3,,0.0,Koyambedu,Luxclusive Homes
76.81,1182,Under Construction,2,,0.0,Koyambedu,Luxclusive Homes
66.61,1025,Under Construction,2,,0.0,Koyambedu,Luxclusive Homes
97.09,1494,Under Construction,3,,0.0,Koyambedu,Luxclusive Homes
67.13,1033,Under Construction,2,,0.0,Koyambedu,Luxclusive Homes
108.0,1674,Under Construction,3,,0.0,Koyambedu,Luxclusive Homes
70.7,1088,Under Construction,2,,0.0,Koyambedu,Luxclusive Homes
83.51,1285,Under Construction,2,,0.0,Koyambedu,Luxclusive Homes
73.43,1130,Under Construction,2,,0.0,Koyambedu,Luxclusive Homes
90.14,1387,Under Construction,3,,0.0,Koyambedu,Luxclusive Homes
73.24,1127,Under Construction,2,,0.0,Koyambedu,Luxclusive Homes
112.0,1737,Under Construction,4,,0.0,Koyambedu,Luxclusive Homes
95.34,1467,Under Construction,3,,0.0,Koyambedu,Luxclusive Homes
73.5,1131,Under Construction,2,,0.0,Koyambedu,Luxclusive Homes
76.0,1085,Under Construction,3,3.0,,Porur,GJ ESTATES
88.0,1062,Under Construction,2,2.0,,Mogappair,GJ ESTATES
73.71,1031,Under Construction,2,2.0,,Selaiyur,GJ ESTATES
44.0,898,Under Construction,2,2.0,,Iyappanthangal,GJ ESTATES
19.38,510,Ready to move,1,,2.0,Veppampattu,Karthick
38.0,1000,Ready to move,2,,2.0,Veppampattu,Karthick
22.8,600,Ready to move,1,,2.0,Veppampattu,Karthick
20.9,550,Ready to move,1,,2.0,Veppampattu,Karthick
30.4,800,Ready to move,2,,2.0,Veppampattu,Karthick
24.7,650,Ready to move,2,,2.0,Veppampattu,Karthick
45.6,1200,Ready to move,2,,2.0,Veppampattu,Karthick
23.94,630,Ready to move,1,,2.0,Veppampattu,Karthick
340.0,2030,Under Construction,4,3.0,,T Nagar,HomeFirst
219.0,1310,Under Construction,3,3.0,,T Nagar,HomeFirst
27.5,800,Ready to move,2,2.0,3.0,Veppampattu,Velan Housing Properties
27.5,800,Ready to move,2,2.0,3.0,Veppampattu,Velan Housing Properties
29.5,800,Ready to move,2,2.0,3.0,Veppampattu,Velan Housing Properties
30.0,800,Ready to move,2,2.0,3.0,Veppampattu,Velan Housing Properties
27.5,750,Ready to move,2,2.0,3.0,Veppampattu,Velan Housing Properties
27.0,800,Ready to move,2,2.0,3.0,Veppampattu,Velan Housing Properties
27.5,750,Ready to move,2,2.0,3.0,Veppampattu,Velan Housing Properties
27.5,750,Ready to move,2,2.0,3.0,Veppampattu,Velan Housing Properties
30.0,800,Ready to move,2,2.0,3.0,Veppampattu,Velan Housing Properties
31.5,850,Ready to move,2,2.0,3.0,Veppampattu,Velan Housing Properties
34.0,900,Ready to move,2,2.0,3.0,Veppampattu,Velan Housing Properties
